125,M,0
125,B,175170
126,K,275
126,M,0
126,B,275691
127,K,302
127,M,0
127,B,302515
128,K,333
128,M,0
128,B,333981
129,K,219
129,M,0
129,B,219842
130,K,264
130,M,0
130,B,264176
131,K,286
131,M,0
131,B,286085
132,K,97
132,M,0
132,B,97852
133,K,491
133,M,0
133,B,491155
134,K,95
134,M,0
134,B,95264
135,K,323
135,M,0
135,B,323829
136,K,405
136,M,0
136,B,405358
137,K,377
137,M,0
137,B,377301
138,K,191
138,M,0
138,B,191392
139,K,402
139,M,0
139,B,402380
140,K,175
140,M,0
140,B,175418
141,K,240
141,M,0
141,B,240685
142,K,30
142,M,0
142,B,30049
143,K,120
143,M,0
143,B,120339
144,K,346
144,M,0
144,B,346116
145,K,483
145,M,0
145,B,483751
146,K,225
146,M,0
146,B,225486
147,K,197
147,M,0
147,B,197726
148,K,271
148,M,0
148,B,271353
149,K,60
149,M,0
149,B,60665
150,K,43
150,M,0
150,B,43545
151,K,244
151,M,0
151,B,244819
152,K,32
152,M,0
152,B,32757
153,K,98
153,M,0
153,B,98092
154,K,86
154,M,0
154,B,86239
155,K,206
155,M,0
155,B,206425
156,K,265
156,M,0
156,B,265985
157,K,113
157,M,0
157,B,113727
158,K,352
158,M,0
158,B,352400
159,K,213
159,M,0
159,B,213498
160,K,245
160,M,0
160,B,245435
161,K,267
161,M,0
161,B,267762
162,K,331
162,M,0
162,B,331028
163,K,7
163,M,0
163,B,7476
164,K,225
164,M,0
164,B,225382
165,K,412
165,M,0
165,B,412818
166,K,299
166,M,0
166,B,299459
167,K,369
167,M,0
167,B,369297
168,K,230
168,M,0
168,B,230057
169,K,289
169,M,0
169,B,289663
170,K,398
170,M,0
170,B,398730
171,K,300
171,M,0
171,B,300274
172,K,496
172,M,0
172,B,496585
173,K,62
173,M,0
173,B,62669
174,K,393
174,M,0
174,B,393240
175,K,33
175,M,0
175,B,33425
176,K,79
176,M,0
176,B,79862
177,K,392
177,M,0
177,B,392107
178,K,50
178,M,0
178,B,50979
179,K,207
179,M,0
179,B,207320
180,K,203
180,M,0
180,B,203720
181,K,50
181,M,0
181,B,50617
182,K,358
182,M,0
182,B,358625
183,K,130
183,M,0
183,B,130586
184,K,49
184,M,0
184,B,49034
185,K,482
185,M,0
185,B,482134
186,K,350
186,M,0
186,B,350429
187,K,71
187,M,0
187,B,71866
188,K,304
188,M,0
188,B,304132
189,K,176
189,M,0
189,B,176786
190,K,231
190,M,0
190,B,231994
191,K,398
191,M,0
191,B,398241
192,K,330
192,M,0
192,B,330637
193,K,38
193,M,0
193,B,38725
194,K,425
194,M,0
194,B,425536
195,K,249
195,M,0
195,B,249396
196,K,6
196,M,0
196,B,6157
197,K,484
197,M,0
197,B,484768
198,K,440
198,M,0
198,B,440207
199,K,28
199,M,0
199,B,28949
200,K,431
200,M,0
200,B,431016
201,K,243
201,M,0
201,B,243045
202,K,393
202,M,0
202,B,393218
203,K,189
203,M,0
203,B,189586
204,K,209
204,M,0
204,B,209918
205,K,497
205,M,0
205,B,497220
206,K,427
206,M,0
206,B,427127
207,K,222
207,M,0
207,B,222531
208,K,422
208,M,0
208,B,422656
209,K,398
209,M,0
209,B,398025
210,K,94
210,M,0
210,B,94979
211,K,415
211,M,0
211,B,415394
212,K,167
212,M,0
212,B,167539
213,K,462
213,M,0
213,B,462914
214,K,218
214,M,0
214,B,218125
215,K,126
215,M,0
215,B,126705
216,K,325
216,M,0
216,B,325515
217,K,495
217,M,0
217,B,495673
218,K,489
218,M,0
218,B,489437
219,K,171
219,M,0
219,B,171778
220,K,191
220,M,0
220,B,191690
221,K,462
221,M,0
221,B,462243
222,K,30
222,M,0
222,B,30605
223,K,417
223,M,0
223,B,417680
224,K,313
224,M,0
224,B,313409
225,K,454
225,M,0
225,B,454290
226,K,62
226,M,0
226,B,62041
227,K,71
227,M,0
227,B,71332
228,K,267
228,M,0
228,B,267607
229,K,173
229,M,0
229,B,173918
230,K,74
230,M,0
230,B,74603
231,K,36
231,M,0
231,B,36923
232,K,212
232,M,0
232,B,212074
233,K,490
233,M,0
233,B,490175
234,K,66
234,M,0
234,B,66380
235,K,336
235,M,0
235,B,336774
236,K,379
236,M,0
236,B,379643
237,K,180
237,M,0
237,B,180094
238,K,497
238,M,0
238,B,497759
239,K,53
239,M,0
239,B,53992
240,K,457
240,M,0
240,B,457600
241,K,73
241,M,0
241,B,73197
242,K,287
242,M,0
242,B,287319
243,K,483
243,M,0
243,B,483887
244,K,397
244,M,0
244,B,397613
245,K,202
245,M,0
245,B,202334
246,K,483
246,M,0
246,B,483370
247,K,328
247,M,0
247,B,328868
248,K,389
248,M,0
248,B,389784
249,K,364
249,M,0
249,B,364965
250,K,128
250,M,0
250,B,128130
251,K,329
251,M,0
251,B,329106
252,K,96
252,M,0
252,B,96617
253,K,334
253,M,0
253,B,334627
254,K,293
254,M,0
254,B,293329
255,K,117
255,M,0
255,B,117549
256,K,57
256,M,0
256,B,57594
257,K,437
257,M,0
257,B,437296
258,K,492
258,M,0
258,B,492242
259,K,397
259,M,0
259,B,397809
260,K,91
260,M,0
260,B,91769
261,K,332
261,M,0
261,B,332569
262,K,210
262,M,0
262,B,210453
263,K,415
263,M,0
263,B,415721
264,K,214
264,M,0
264,B,214697
265,K,305
265,M,0
265,B,305258
266,K,243
266,M,0
266,B,243716
267,K,427
267,M,0
267,B,427339
268,K,357
268,M,0
268,B,357739
269,K,84
269,M,0
269,B,84553
270,K,136
270,M,0
270,B,136228
271,K,476
271,M,0
271,B,476531
272,K,354
272,M,0
272,B,354515
273,K,443
273,M,0
273,B,443630
274,K,405
274,M,0
274,B,405413
275,K,182
275,M,0
275,B,182899
276,K,22
276,M,0
276,B,22684
277,K,480
277,M,0
277,B,480267
278,K,342
278,M,0
278,B,342354
279,K,204
279,M,0
279,B,204139
280,K,329
280,M,0
280,B,329147
281,K,499
281,M,0
281,B,499878
282,K,260
282,M,0
282,B,260559
283,K,316
283,M,0
283,B,316487
284,K,81
284,M,0
284,B,81738
285,K,223
285,M,0
285,B,223890
286,K,159
286,M,0
286,B,159166
287,K,106
287,M,0
287,B,106172
288,K,441
288,M,0
288,B,441061
289,K,316
289,M,0
289,B,316238
290,K,480
290,M,0
290,B,480871
291,K,12
291,M,0
291,B,12103
292,K,261
292,M,0
292,B,261826
293,K,422
293,M,0
293,B,422750
294,K,462
294,M,0
294,B,462685
295,K,447
295,M,0
295,B,447223
296,K,241
296,M,0
296,B,241154
297,K,157
297,M,0
297,B,157920
298,K,19
298,M,0
298,B,19144
299,K,108
299,M,0
299,B,108643
300,K,243
300,M,0
300,B,243436
301,K,297
301,M,0
301,B,297812
302,K,328
302,M,0
302,B,328373
303,K,466
303,M,0
303,B,466369
304,K,452
304,M,0
304,B,452957
305,K,492
305,M,0
305,B,492019
306,K,459
306,M,0
306,B,459055
307,K,160
307,M,0
307,B,160170
308,K,346
308,M,0
308,B,346093
309,K,441
309,M,0
309,B,441853
310,K,156
310,M,0
310,B,156015
311,K,423
311,M,0
311,B,423232
312,K,177
312,M,0
312,B,177899
313,K,79
313,M,0
313,B,79880
314,K,226
314,M,0
314,B,226906
315,K,333
315,M,0
315,B,333575
316,K,127
316,M,0
316,B,127806
317,K,76
317,M,0
317,B,76265
318,K,294
318,M,0
318,B,294164
319,K,45
319,M,0
319,B,45652
320,K,329
320,M,0
320,B,329116
321,K,14
321,M,0
321,B,14335
322,K,395
322,M,0
322,B,395195
323,K,138
323,M,0
323,B,138706
324,K,258
324,M,0
324,B,258951
325,K,195
325,M,0
325,B,195146
326,K,207
326,M,0
326,B,207282
327,K,460
327,M,0
327,B,460860
328,K,35
328,M,0
328,B,35180
329,K,461
329,M,0
329,B,461579
330,K,116
330,M,0
330,B,116608
331,K,52
331,M,0
331,B,52877
332,K,439
332,M,0
332,B,439982
333,K,86
333,M,0
333,B,86126
334,K,496
334,M,0
334,B,496724
335,K,70
335,M,0
335,B,70680
336,K,225
336,M,0
336,B,225636
337,K,281
337,M,0
337,B,281724
338,K,354
338,M,0
338,B,354271
339,K,313
339,M,0
339,B,313779
340,K,243
340,M,0
340,B,243095
341,K,228
341,M,0
341,B,228171
342,K,243
342,M,0
342,B,243253
343,K,66
343,M,0
343,B,66902
344,K,381
344,M,0
344,B,381104
345,K,154
345,M,0
345,B,154154
346,K,207
346,M,0
346,B,207806
347,K,30
347,M,0
347,B,30926
348,K,310
348,M,0
348,B,310230
349,K,434
349,M,0
349,B,434131
350,K,246
350,M,0
350,B,246125
351,K,460
351,M,0
351,B,460160
352,K,43
352,M,0
352,B,43980
353,K,283
353,M,0
353,B,283647
354,K,433
354,M,0
354,B,433917
355,K,138
355,M,0
355,B,138590
356,K,326
356,M,0
356,B,326461
357,K,229
357,M,0
357,B,229134
358,K,267
358,M,0
358,B,267297
359,K,42
359,M,0
359,B,42002
360,K,316
360,M,0
360,B,316856
361,K,478
361,M,0
361,B,478774
362,K,148
362,M,0
362,B,148001
363,K,130
363,M,0
363,B,130726
364,K,97
364,M,0
364,B,97945
365,K,138
365,M,0
365,B,138953
366,K,268
366,M,0
366,B,268573
367,K,117
367,M,0
367,B,117955
368,K,134
368,M,0
368,B,134132
369,K,480
369,M,0
369,B,480347
370,K,378
370,M,0
370,B,378605
371,K,357
371,M,0
371,B,357447
372,K,231
372,M,0
372,B,231042
373,K,328
373,M,0
373,B,328007
374,K,362
374,M,0
374,B,362406
375,K,35
375,M,0
375,B,35623
376,K,12
376,M,0
376,B,12050
377,K,235
377,M,0
377,B,235014
378,K,17
378,M,0
378,B,17707
379,K,148
379,M,0
379,B,148448
380,K,240
380,M,0
380,B,240601
381,K,277
381,M,0
381,B,277573
382,K,315
382,M,0
382,B,315977
383,K,132
383,M,0
383,B,132309
384,K,297
384,M,0
384,B,297234
385,K,210
385,M,0
385,B,210629
386,K,71
386,M,0
386,B,71315
387,K,412
387,M,0
387,B,412948
388,K,10
388,M,0
388,B,10229
389,K,154
389,M,0
389,B,154733
390,K,33
390,M,0
390,B,33489
391,K,95
391,M,0
391,B,95780
392,K,408
392,M,0
392,B,408614
393,K,295
393,M,0
393,B,295747
394,K,348
394,M,0
394,B,348081
395,K,127
395,M,0
395,B,127879
396,K,265
396,M,0
396,B,265576
397,K,434
397,M,0
397,B,434457
398,K,61
398,M,0
398,B,61222
399,K,140
399,M,0
399,B,140198
400,K,358
400,M,0
400,B,358006
401,K,402
401,M,0
401,B,402039
402,K,145
402,M,0
402,B,145361
403,K,10
403,M,0
403,B,10762
404,K,207
404,M,0
404,B,207949
405,K,250
405,M,0
405,B,250094
406,K,90
406,M,0
406,B,90185
407,K,138
407,M,0
407,B,138035
408,K,336
408,M,0
408,B,336703
409,K,126
409,M,0
409,B,126548
410,K,60
410,M,0
410,B,60888
411,K,397
411,M,0
411,B,397381
412,K,217
412,M,0
412,B,217487
413,K,413
413,M,0
413,B,413541
414,K,191
414,M,0
414,B,191173
415,K,423
415,M,0
415,B,423814
416,K,24
416,M,0
416,B,24241
417,K,261
417,M,0
417,B,261899
418,K,310
418,M,0
418,B,310269
419,K,103
419,M,0
419,B,103444
420,K,95
420,M,0
420,B,95854
421,K,422
421,M,0
421,B,422206
422,K,116
422,M,0
422,B,116275
423,K,116
423,M,0
423,B,116019
424,K,34
424,M,0
424,B,34849
425,K,282
425,M,0
425,B,282170
426,K,205
426,M,0
426,B,205210
427,K,55
427,M,0
427,B,55470
428,K,198
428,M,0
428,B,198363
429,K,132
429,M,0
429,B,132886
430,K,298
430,M,0
430,B,298323
431,K,178
431,M,0
431,B,178242
432,K,327
432,M,0
432,B,327847
433,K,387
433,M,0
433,B,387874
434,K,249
434,M,0
434,B,249095
435,K,402
435,M,0
435,B,402218
436,K,380
436,M,0
436,B,380248
437,K,249
437,M,0
437,B,249124
438,K,207
438,M,0
438,B,207308
439,K,317
439,M,0
439,B,317617
440,K,376
440,M,0
440,B,376752
441,K,230
441,M,0
441,B,230456
442,K,471
442,M,0
442,B,471771
443,K,124
443,M,0
443,B,124692
444,K,18
444,M,0
444,B,18041
445,K,469
445,M,0
445,B,469296
446,K,315
446,M,0
446,B,315926
447,K,30
447,M,0
447,B,30437
448,K,332
448,M,0
448,B,332020
449,K,482
449,M,0
449,B,482569
450,K,299
450,M,0
450,B,299483
451,K,295
451,M,0
451,B,295524
452,K,470
452,M,0
452,B,470199
453,K,315
453,M,0
453,B,315537
454,K,496
454,M,0
454,B,496558
455,K,346
455,M,0
455,B,346337
456,K,441
456,M,0
456,B,441899
457,K,51
457,M,0
457,B,51550
458,K,279
458,M,0
458,B,279467
459,K,473
459,M,0
459,B,473991
460,K,482
460,M,0
460,B,482332
461,K,193
461,M,0
461,B,193874
462,K,200
462,M,0
462,B,200556
463,K,276
463,M,0
463,B,276384
464,K,464
464,M,0
464,B,464241
465,K,283
465,M,0
465,B,283010
466,K,14
466,M,0
466,B,14859
467,K,420
467,M,0
467,B,420179
468,K,182
468,M,0
468,B,182335
469,K,340
469,M,0
469,B,340880
470,K,124
470,M,0
470,B,124452
471,K,315
471,M,0
471,B,315691
472,K,128
472,M,0
472,B,128791
473,K,71
473,M,0
473,B,71837
474,K,414
474,M,0
474,B,414401
475,K,170
475,M,0
475,B,170226
476,K,219
476,M,0
476,B,219496
477,K,310
477,M,0
477,B,310420
478,K,191
478,M,0
478,B,191613
479,K,421
479,M,0
479,B,421485
480,K,227
480,M,0
480,B,227608
481,K,396
481,M,0
481,B,396112
482,K,156
482,M,0
482,B,156385
483,K,323
483,M,0
483,B,323854
484,K,152
484,M,0
484,B,152335
485,K,72
485,M,0
485,B,72529
486,K,127
486,M,0
486,B,127281
487,K,469
487,M,0
487,B,469795
488,K,363
488,M,0
488,B,363334
489,K,131
489,M,0
489,B,131975
490,K,417
490,M,0
490,B,417930
491,K,40
491,M,0
491,B,40640
492,K,86
492,M,0
492,B,86000
493,K,463
493,M,0
493,B,463056
494,K,202
494,M,0
494,B,202284
495,K,435
495,M,0
495,B,435885
496,K,400
496,M,0
496,B,400621
497,K,449
497,M,0
497,B,449779
498,K,418
498,M,0
498,B,418783
499,K,60
499,M,0
499,B,60348
500,K,2
500,M,0
500,B,2736
501,K,350
501,M,0
501,B,350605
502,K,98
502,M,0
502,B,98770
503,K,388
503,M,0
503,B,388350
504,K,468
504,M,0
504,B,468082
505,K,26
505,M,0
505,B,26892
506,K,270
506,M,0
506,B,270689
507,K,336
507,M,0
507,B,336306
508,K,201
508,M,0
508,B,201673
509,K,466
509,M,0
509,B,466924
510,K,376
510,M,0
510,B,376241
511,K,6
511,M,0
511,B,6252
512,K,97
512,M,0
512,B,97301
513,K,33
513,M,0
513,B,33048
514,K,111
514,M,0
514,B,111608
515,K,259
515,M,0
515,B,259431
516,K,425
516,M,0
516,B,425198
517,K,147
517,M,0
517,B,147534
518,K,443
518,M,0
518,B,443235
519,K,422
519,M,0
519,B,422640
520,K,116
520,M,0
520,B,116061
521,K,157
521,M,0
521,B,157877
522,K,319
522,M,0
522,B,319938
523,K,334
523,M,0
523,B,334717
524,K,103
524,M,0
524,B,103544
525,K,302
525,M,0
525,B,302821
526,K,408
526,M,0
526,B,408499
527,K,8
527,M,0
527,B,8389
528,K,106
528,M,0
528,B,106658
529,K,475
529,M,0
529,B,475981
530,K,194
530,M,0
530,B,194341
531,K,127
531,M,0
531,B,127279
532,K,367
532,M,0
532,B,367631
533,K,334
533,M,0
533,B,334401
534,K,256
534,M,0
534,B,256100
535,K,400
535,M,0
535,B,400992
536,K,165
536,M,0
536,B,165173
537,K,119
537,M,0
537,B,119860
538,K,124
538,M,0
538,B,124325
539,K,469
539,M,0
539,B,469658
540,K,106
540,M,0
540,B,106022
541,K,244
541,M,0
541,B,244023
542,K,384
542,M,0
542,B,384163
543,K,235
543,M,0
543,B,235131
544,K,439
544,M,0
544,B,439521
545,K,398
545,M,0
545,B,398619
546,K,464
546,M,0
546,B,464990
547,K,332
547,M,0
547,B,332367
548,K,398
548,M,0
548,B,398630
549,K,438
549,M,0
549,B,438962
550,K,427
550,M,0
550,B,427629
551,K,225
551,M,0
551,B,225042
552,K,343
552,M,0
552,B,343376
553,K,424
553,M,0
553,B,424147
554,K,11
554,M,0
554,B,11167
555,K,472
555,M,0
555,B,472818
556,K,68
556,M,0
556,B,68220
557,K,246
557,M,0
557,B,246566
558,K,389
558,M,0
558,B,389837
559,K,8
559,M,0
559,B,8041
560,K,159
560,M,0
560,B,159328
561,K,214
561,M,0
561,B,214130
562,K,189
562,M,0
562,B,189560
563,K,359
563,M,0
563,B,359203
564,K,256
564,M,0
564,B,256826
565,K,356
565,M,0
565,B,356246
566,K,455
566,M,0
566,B,455807
567,K,205
567,M,0
567,B,205155
568,K,35
568,M,0
568,B,35339
569,K,73
569,M,0
569,B,73116
570,K,145
570,M,0
570,B,145597
571,K,418
571,M,0
571,B,418881
572,K,476
572,M,0
572,B,476070
573,K,430
573,M,0
573,B,430819
574,K,67
574,M,0
574,B,67674
575,K,193
575,M,0
575,B,193548
576,K,499
576,M,0
576,B,499405
577,K,415
577,M,0
577,B,415730
578,K,98
578,M,0
578,B,98344
579,K,490
579,M,0
579,B,490677
580,K,69
580,M,0
580,B,69256
581,K,314
581,M,0
581,B,314836
582,K,433
582,M,0
582,B,433787
583,K,4
583,M,0
583,B,4968
584,K,92
584,M,0
584,B,92805
585,K,309
585,M,0
585,B,309073
586,K,277
586,M,0
586,B,277599
587,K,336
587,M,0
587,B,336109
588,K,141
588,M,0
588,B,141501
589,K,285
589,M,0
589,B,285351
590,K,356
590,M,0
590,B,356455
591,K,228
591,M,0
591,B,228623
592,K,245
592,M,0
592,B,245136
593,K,12
593,M,0
593,B,12351
594,K,344
594,M,0
594,B,344260
595,K,178
595,M,0
595,B,178992
596,K,39
596,M,0
596,B,39498
597,K,431
597,M,0
597,B,431199
598,K,195
598,M,0
598,B,195931
599,K,256
599,M,0
599,B,256495
600,K,123
600,M,0
600,B,123458
601,K,339
601,M,0
601,B,339251
602,K,140
602,M,0
602,B,140641
603,K,408
603,M,0
603,B,408046
604,K,65
604,M,0
604,B,65565
605,K,295
605,M,0
605,B,295601
606,K,64
606,M,0
606,B,64017
607,K,123
607,M,0
607,B,123877
608,K,231
608,M,0
608,B,231753
609,K,26
609,M,0
609,B,26746
610,K,144
610,M,0
610,B,144543
611,K,65
611,M,0
611,B,65899
612,K,198
612,M,0
612,B,198568
613,K,325
613,M,0
613,B,325334
614,K,202
614,M,0
614,B,202701
615,K,166
615,M,0
615,B,166508
616,K,92
616,M,0
616,B,92765
617,K,364
617,M,0
617,B,364043
618,K,359
618,M,0
618,B,359315
619,K,230
619,M,0
619,B,230724
620,K,260
620,M,0
620,B,260671
621,K,218
621,M,0
621,B,218886
622,K,9
622,M,0
622,B,9615
623,K,426
623,M,0
623,B,426679
624,K,293
624,M,0
624,B,293025
625,K,484
625,M,0
625,B,484651
626,K,107
626,M,0
626,B,107438
627,K,150
627,M,0
627,B,150336
628,K,349
628,M,0
628,B,349838
629,K,427
629,M,0
629,B,427420
630,K,274
630,M,0
630,B,274076
631,K,370
631,M,0
631,B,370704
632,K,70
632,M,0
632,B,70303
633,K,241
633,M,0
633,B,241258
634,K,174
634,M,0
634,B,174391
635,K,329
635,M,0
635,B,329375
636,K,369
636,M,0
636,B,369358
637,K,299
637,M,0
637,B,299118
638,K,274
638,M,0
638,B,274806
639,K,258
639,M,0
639,B,258779
640,K,487
640,M,0
640,B,487903
641,K,15
641,M,0
641,B,15614
642,K,270
642,M,0
642,B,270442
643,K,132
643,M,0
643,B,132362
644,K,480
644,M,0
644,B,480044
645,K,310
645,M,0
645,B,310346
646,K,163
646,M,0
646,B,163297
647,K,69
647,M,0
647,B,69228
648,K,168
648,M,0
648,B,168917
649,K,346
649,M,0
649,B,346211
650,K,415
650,M,0
650,B,415003
651,K,383
651,M,0
651,B,383297
652,K,94
652,M,0
652,B,94081
653,K,269
653,M,0
653,B,269178
654,K,322
654,M,0
654,B,322087
655,K,441
655,M,0
655,B,441136
656,K,223
656,M,0
656,B,223299
657,K,452
657,M,0
657,B,452953
658,K,242
658,M,0
658,B,242348
659,K,26
659,M,0
659,B,26828
660,K,242
660,M,0
660,B,242222
661,K,306
661,M,0
661,B,306622
662,K,198
662,M,0
662,B,198811
663,K,120
663,M,0
663,B,120179
664,K,174
664,M,0
664,B,174796
665,K,424
665,M,0
665,B,424391
666,K,340
666,M,0
666,B,340588
667,K,217
667,M,0
667,B,217999
668,K,306
668,M,0
668,B,306965
669,K,340
669,M,0
669,B,340719
670,K,294
670,M,0
670,B,294717
671,K,467
671,M,0
671,B,467639
672,K,355
672,M,0
672,B,355770
673,K,237
673,M,0
673,B,237356
674,K,239
674,M,0
674,B,239261
675,K,273
675,M,0
675,B,273577
676,K,275
676,M,0
676,B,275488
677,K,193
677,M,0
677,B,193244
678,K,156
678,M,0
678,B,156492
679,K,358
679,M,0
679,B,358686
680,K,181
680,M,0
680,B,181690
681,K,474
681,M,0
681,B,474062
682,K,369
682,M,0
682,B,369367
683,K,352
683,M,0
683,B,352234
684,K,195
684,M,0
684,B,195857
685,K,432
685,M,0
685,B,432513
686,K,199
686,M,0
686,B,199053
687,K,205
687,M,0
687,B,205784
688,K,276
688,M,0
688,B,276205
689,K,368
689,M,0
689,B,368662
690,K,446
690,M,0
690,B,446465
691,K,452
691,M,0
691,B,452838
692,K,421
692,M,0
692,B,421308
693,K,53
693,M,0
693,B,53661
694,K,57
694,M,0
694,B,57347
695,K,39
695,M,0
695,B,39119
696,K,298
696,M,0
696,B,298197
697,K,311
697,M,0
697,B,311923
698,K,299
698,M,0
698,B,299807
699,K,349
699,M,0
699,B,349744
700,K,71
700,M,0
700,B,71081
701,K,128
701,M,0
701,B,128293
702,K,250
702,M,0
702,B,250239
703,K,396
703,M,0
703,B,396334
704,K,193
704,M,0
704,B,193718
705,K,259
705,M,0
705,B,259086
706,K,117
706,M,0
706,B,117307
707,K,457
707,M,0
707,B,457826
708,K,361
708,M,0
708,B,361750
709,K,325
709,M,0
709,B,325900
710,K,210
710,M,0
710,B,210461
711,K,7
711,M,0
711,B,7934
712,K,101
712,M,0
712,B,101873
713,K,30
713,M,0
713,B,30483
714,K,189
714,M,0
714,B,189130
715,K,54
715,M,0
715,B,54485
716,K,299
716,M,0
716,B,299554
717,K,213
717,M,0
717,B,213164
718,K,247
718,M,0
718,B,247215
719,K,338
719,M,0
719,B,338396
720,K,11
720,M,0
720,B,11376
721,K,23
721,M,0
721,B,23034
722,K,391
722,M,0
722,B,391165
723,K,241
723,M,0
723,B,241878
724,K,299
724,M,0
724,B,299828
725,K,402
725,M,0
725,B,402105
726,K,341
726,M,0
726,B,341773
727,K,54
727,M,0
727,B,54896
728,K,356
728,M,0
728,B,356062
729,K,180
729,M,0
729,B,180869
730,K,267
730,M,0
730,B,267355
731,K,6
731,M,0
731,B,6643
732,K,18
732,M,0
732,B,18807
733,K,463
733,M,0
733,B,463466
734,K,340
734,M,0
734,B,340745
735,K,438
735,M,0
735,B,438687
736,K,272
736,M,0
736,B,272649
737,K,26
737,M,0
