order_id,product_id,quantity
344,5084,1
344,25126,2
345,15216,5
345,446,3
345,29394,1
346,21895,5
346,22682,5
346,2725,1
347,10278,5
347,1474,5
348,22192,1
348,14394,3
349,25228,5
349,15395,4
350,1728,5
351,8651,4
352,10940,1
353,27874,5
354,22839,1
354,5898,4
354,15665,2
355,10741,1
355,16559,1
355,7513,5
356,2746,2
356,22298,1
357,9132,3
357,12513,1
357,19819,2
358,14900,2
358,27970,3
358,8607,4
359,17609,5
359,10604,2
359,3926,4
360,21614,5
360,13741,3
361,5379,1
361,4919,5
362,21825,5
362,3647,1
362,26141,2
363,26967,5
363,27333,5
363,24609,4
364,18683,5
364,5667,3
365,10560,3
366,12775,3
366,5092,2
366,23540,5
367,19737,3
368,2707,5
368,27627,1
369,17081,4
369,25744,5
369,27471,2
370,10390,4
371,8312,4
372,24642,4
373,14010,3
373,18828,3
373,16363,4
374,7943,4
375,15768,2
375,28075,5
376,13382,5
376,2575,5
377,24732,2
377,4211,1
377,25237,4
378,15496,5
378,1731,2
378,22203,1
379,9893,4
379,21828,3
379,26783,1
380,10377,2
380,2280,3
380,21310,5
381,17401,2
382,3978,1
382,24190,2
382,15992,5
383,26448,3
384,25783,4
385,8180,3
385,26233,3
385,22585,4
386,846,3
386,6765,2
386,17195,5
387,2872,3
388,20407,5
388,21851,4
388,3098,2
389,7692,4
389,12681,4
390,12392,2
390,28723,2
390,12800,5
391,7695,2
392,29193,2
392,6795,4
393,3257,5
394,24591,3
394,737,2
395,6223,5
395,25114,3
396,9585,5
396,11364,4
397,9963,5
397,1946,3
397,15574,2
398,14859,4
398,3814,1
399,340,2
399,27698,2
400,6712,4
400,19550,1
400,2209,1
401,29987,3
402,2645,3
403,26818,4
403,9575,1
403,12631,2
404,5338,5
404,21760,1
405,13069,1
405,29431,4
405,1629,5
406,25283,2
407,14604,4
407,25393,4
407,1763,1
408,11011,5
408,24102,3
408,25550,2
409,26682,5
410,19442,3
410,29702,5
411,26595,5
411,19408,2
412,19769,5
413,8161,2
413,8689,5
414,29250,5
415,12880,3
415,15722,1
415,6899,5
416,15075,5
417,21088,2
417,23652,2
418,23148,1
419,2481,1
419,12227,5
419,12688,2
420,1174,5
420,18222,2
421,16247,4
422,18930,1
422,13741,1
422,26996,2
423,17964,3
424,7954,2
424,22849,1
425,24299,3
425,13767,2
426,5570,1
426,14560,4
426,22896,3
427,4999,4
428,26987,1
428,8240,4
428,12329,4
429,12743,1
430,18140,5
430,2736,2
430,14211,4
431,4579,5
431,26044,4
431,6806,4
432,909,3
432,7390,4
433,15672,1
433,25223,3
434,1657,5
435,16671,3
436,21981,2
437,9228,4
438,8252,1
438,13405,2
439,4482,5
439,20100,5
439,7842,2
440,20614,1
441,21739,5
441,23778,4
442,116,2
442,1316,5
443,15070,3
443,387,3
443,25859,2
444,14495,3
444,18186,2
445,8444,3
446,1005,3
447,16663,3
447,27750,1
447,8071,5
448,1445,3
448,10334,1
449,12686,2
449,27913,5
449,22212,5
450,2723,1
450,9166,5
451,23204,4
451,21117,5
452,8961,3
453,25148,3
454,15809,5
454,21909,2
454,12916,1
455,22106,5
455,13542,3
456,5268,5
456,25989,2
457,24567,5
458,5810,4
458,19366,4
458,28476,4
459,29108,4
459,23359,4
459,15385,3
460,22432,2
461,12038,1
462,16329,4
462,12355,2
463,22018,4
463,14619,4
464,2678,3
464,14195,4
464,503,4
465,27336,3
466,27023,1
467,21624,3
468,8653,3
468,2029,5
468,28588,1
469,62,3
470,19683,1
470,16723,3
470,4313,4
471,29396,5
471,18159,5
471,2666,4
472,8654,5
473,26964,1
474,21784,1
474,20374,5
474,15826,3
475,4229,3
475,10261,4
476,16592,1
476,21547,3
477,3934,2
477,21,4
477,23747,2
478,5725,4
478,27826,4
479,3815,1
479,17405,2
479,6025,4
480,3483,4
481,20569,1
481,27640,1
482,18735,4
482,7222,5
483,21423,3
484,6172,5
484,25257,5
484,15139,2
485,20111,1
485,16743,2
485,3039,2
486,2091,1
486,28621,5
486,29141,1
487,16192,4
488,14343,1
488,26039,2
489,25586,4
489,14789,3
489,4535,1
490,1306,1
491,20429,5
491,27733,4
491,18217,5
492,8783,2
493,18823,2
493,19098,3
494,22875,2
494,17815,3
494,9297,1
495,20685,3
496,27233,4
496,17881,5
497,20084,3
498,22169,2
498,7213,1
499,29781,1
499,28572,1
499,11731,5
500,6711,4
500,2338,5
501,11364,2
501,8813,1
502,26667,1
502,12388,5
503,5611,5
503,4806,1
504,22588,4
504,13773,4
504,2212,5
505,18341,2
505,18623,5
506,1227,4
506,9476,3
506,9922,1
507,20095,3
507,5517,2
507,11218,1
508,27427,5
509,12468,3
509,17721,2
509,27487,5
510,9457,1
510,16740,3
511,10255,3
512,11636,1
513,22233,1
514,7973,5
515,29171,1
515,7041,2
515,29660,2
516,15782,3
517,14047,2
517,17331,5
518,28468,3
518,20459,3
518,15342,1
519,27063,3
519,20678,4
519,29664,3
520,19058,2
520,7715,5
520,2591,3
521,23027,5
522,6825,1
523,26979,2
524,10974,5
525,15583,5
525,14438,4
525,8513,3
526,6530,5
527,8122,2
527,21370,5
528,23168,3
529,7561,1
530,11430,1
531,11225,2
531,7621,5
531,12960,2
532,11881,2
533,12804,5
534,904,1
534,14005,1
535,27237,2
535,15837,3
535,19312,3
536,27573,1
537,27720,2
537,7382,1
538,4105,3
538,25388,1
538,22745,3
539,9632,5
539,4056,1
540,15090,2
540,10031,3
540,16987,5
541,6080,4
541,27276,2
542,23437,5
542,775,2
542,13495,5
543,21023,2
544,13732,2
545,8561,5
545,10316,2
546,1907,3
547,21696,1
548,14717,2
548,20773,5
548,19955,4
549,2577,1
549,7656,4
550,1058,3
550,1498,5
550,8782,1
551,22969,3
551,8930,5
551,10454,1
552,8859,1
553,17537,1
554,14248,4
554,4903,5
554,9992,2
555,27195,1
555,13002,5
556,192,1
557,13634,5
557,28900,2
558,25103,5
559,25364,1
559,24481,1
559,16422,1
560,259,5
561,22221,5
561,12202,3
562,9565,2
563,5172,3
564,8379,1
565,16968,4
565,19027,1
566,25501,4
566,24895,4
566,20726,3
567,9068,4
568,3895,5
568,12972,5
568,27195,2
569,4463,4
569,4439,3
569,19671,5
570,10292,1
571,2391,3
571,15950,2
571,7420,4
572,4786,4
572,13228,4
572,21159,4
573,1801,1
573,7340,1
573,16991,2
574,6165,3
574,21271,2
574,18675,4
575,5826,1
575,25460,5
575,23051,1
576,26768,1
577,23878,4
578,10661,4
578,1358,4
579,547,5
580,28441,2
580,18460,1
581,22534,4
581,29797,5
581,18145,2
582,7333,5
583,22626,2
584,5431,2
584,22477,3
585,18135,5
585,19726,4
586,17917,1
586,7166,3
587,10628,2
587,16596,2
587,13930,2
588,21832,4
588,29229,4
588,7879,4
589,20414,5
589,4415,4
589,1494,2
590,3771,3
590,7900,3
590,26577,1
591,1129,1
592,22064,4
592,18069,3
593,10430,2
593,10644,5
593,26985,5
594,18260,2
594,18926,1
595,26301,5
595,1069,1
595,2141,1
596,22357,1
596,26170,3
597,13791,1
597,14818,3
597,21444,2
598,19558,1
599,28980,2
600,5274,3
600,15435,1
601,29778,5
601,14058,4
601,4050,4
602,17990,3
602,22497,5
602,16841,1
603,29860,1
603,6401,2
603,3121,1
604,12477,3
605,5121,5
605,23515,2
605,13771,5
606,19799,2
606,3629,1
607,7950,5
607,5612,4
607,20393,4
608,1724,1
608,19142,2
609,4301,1
609,19140,2
610,16876,4
610,10346,2
611,17554,2
611,22945,3
611,23431,5
612,16356,1
612,3844,2
613,29899,3
613,16593,2
613,21748,1
614,15047,4
615,26604,1
615,4343,3
616,20786,3
616,26825,3
616,11631,4
617,11037,4
617,10723,1
618,9821,1
618,9010,5
618,3401,4
619,17189,2
619,8740,2
619,9955,2
620,376,1
620,6820,2
620,25792,3
621,24835,3
621,16838,2
622,20276,4
622,15006,2
622,22548,1
623,22694,3
623,19880,2
623,2347,4
624,19047,2
624,24403,2
624,14954,3
625,11703,4
625,3103,3
625,21886,1
626,1704,1
627,7100,5
628,27013,2
629,23183,1
630,15957,4
630,16429,5
631,1666,1
632,12831,2
633,7832,2
634,1219,5
634,15135,5
634,17335,3
635,22511,4
635,21094,5
635,13144,1
636,3049,3
637,15702,4
637,23407,3
637,20834,3
638,15925,4
639,23951,1
639,1657,4
639,22437,1
640,25767,5
640,25129,2
641,19577,4
641,14072,3
641,5215,2
642,4784,1
642,13528,3
642,24689,4
643,14961,3
644,14151,3
645,17291,5
645,13954,2
646,4199,1
647,8777,1
648,22946,3
649,15894,1
650,22994,1
651,24251,3
651,20273,3
651,21972,4
652,29282,4
652,21021,5
653,4779,1
653,4787,2
653,17136,3
654,13990,3
654,6591,2
655,26939,3
655,26604,4
656,22803,4
656,194,5
656,26220,2
657,5402,2
658,15727,1
659,28606,4
659,22579,4
659,1978,1
660,22775,3
661,25460,3
661,27718,2
662,9029,2
662,6655,5
663,16394,4
663,9889,4
663,110,1
664,9445,1
664,15280,2
665,19183,3
665,16079,2
666,13852,4
666,28051,3
667,119,5
667,396,4
667,16433,5
668,10787,3
668,3069,5
669,1861,4
669,17910,1
669,1172,4
670,17520,4
670,11648,3
670,26083,4
671,18275,2
671,4959,2
671,24184,3
672,12580,5
672,24394,2
672,28920,3
673,10931,4
673,28512,4
673,16994,5
674,9895,1
675,5591,1
675,14510,1
675,12786,3
676,17329,5
677,11857,2
677,4616,4
677,23474,1
678,19645,5
679,2259,2
679,12857,2
679,10841,4
680,28795,5
680,19541,5
680,8964,4
681,18539,2
681,9,1
682,29949,5
682,12290,3
682,22553,1
683,22109,2
684,11315,4
684,17550,4
684,3790,2
685,1491,3
686,25364,3
686,20464,1
687,10904,3
687,21501,2
688,6296,2
688,14255,4
688,13852,5
689,13722,2
689,6634,5
690,22510,5
691,12809,3
691,18279,3
691,10258,2
692,29126,3
692,21466,4
693,6555,1
693,2575,3
693,1601,2
694,22151,1
694,25875,2
694,12486,1
695,18858,4
695,11981,2
696,20772,2
696,19563,1
696,22036,1
697,12608,1
698,17616,1
699,26310,3
699,14341,3
699,6089,2
700,5462,3
700,3929,3
701,27613,2
701,9277,5
702,3420,1
703,2517,1
703,11200,5
703,16266,1
704,29739,3
704,2611,3
705,548,5
706,25660,1
706,19647,1
706,15506,3
707,27128,4
708,24562,3
709,27626,3
709,23994,2
709,6956,1
710,12800,4
711,28514,2
711,11745,5
712,155,3
713,29815,3
714,17033,4
714,6870,2
715,21388,3
716,18299,1
717,29917,1
717,18718,4
717,25233,5
718,12345,4
718,5452,1
718,27653,3
719,20343,3
719,12585,1
720,23834,2
721,26297,2
721,2186,1
722,24859,4
722,25414,1
722,6721,5
723,2298,1
723,4688,1
724,14466,2
724,16356,5
725,11160,3
726,27201,1
726,16522,3
726,17994,1
727,28826,2
728,29563,1
728,410,1
729,21419,3
730,7329,3
730,15365,2
730,26585,5
731,5022,5
731,28416,5
731,23855,2
732,6459,5
732,5106,2
733,1184,1
733,320,4
733,9972,3
734,2354,3
734,25710,4
735,21972,4
735,618,1
736,4920,1
736,28352,2
737,19452,2
737,15745,5
738,25531,3
738,11513,2
738,9089,3
739,18920,4
739,2846,1
740,663,3
740,3658,2
741,5156,2
742,3963,1
743,14724,3
743,20930,5
743,8894,5
744,10690,2
745,9931,3
746,11314,1
746,5260,3
747,6271,4
748,24867,3
748,6587,3
749,14145,2
749,4570,5
749,20603,4
750,24137,1
751,8439,3
752,7513,2
752,21936,2
753,21862,4
753,23127,4
753,1988,2
754,18758,3
754,250,1
754,25258,2
755,6174,5
756,9842,1
757,97,5
758,8025,1
759,22485,4
759,8618,4
760,22790,4
760,12108,4
760,25575,5
761,25585,4
762,10279,3
763,24477,3
763,9249,2
764,14938,3
764,12391,5
764,28268,5
765,26855,5
766,25513,4
766,8149,1
766,14426,2
767,16727,1
768,8449,2
769,24435,5
769,28089,4
770,20260,2
771,29785,5
772,14999,1
772,13393,2
772,14459,4
773,4336,4
773,8837,3
774,4506,5
774,28863,5
774,24118,2
775,14312,2
776,11800,1
776,13794,2
777,27338,2
777,28578,5
778,19697,3
778,13916,3
778,4708,2
779,2391,2
780,9786,2
780,28228,3
780,22371,5
781,23787,2
781,20510,2
782,23881,1
782,22082,3
782,3293,5
783,22134,5
783,5444,1
784,12517,5
784,6600,3
784,16780,4
785,28923,2
785,12268,1
785,6114,1
786,15586,3
786,25772,4
786,13690,2
787,19999,3
787,17163,5
788,24155,5
788,7825,1
788,13238,4
789,12566,2
790,28302,5
790,4165,2
790,26262,3
791,27100,1
791,903,3
792,28521,2
792,1737,3
792,15369,4
793,10087,5
794,5503,5
794,10848,4
794,29112,5
795,19308,3
795,8552,4
796,21558,4
796,12484,1
797,8382,5
797,6616,5
797,15634,1
798,21015,2
799,12240,5
800,6957,4
801,16379,3
802,2402,3
803,17978,1
803,12249,4
803,17564,5
804,12476,5
805,12057,3
806,7065,2
806,8224,1
807,4254,1
807,6441,4
808,26129,4
808,17542,5
809,19739,4
809,28264,3
809,8816,5
810,18688,1
810,8293,3
811,11371,3
811,7215,3
811,15714,4
812,12927,1
812,16965,1
812,5539,4
813,16455,1
813,4721,4
814,17781,5
814,578,4
814,26975,4
815,24756,4
815,692,4
816,6004,3
817,29032,4
818,14016,2
819,19534,2
819,4977,4
820,9832,3
820,6850,1
820,21440,3
821,11604,5
822,25425,2
822,7513,1
822,20131,1
823,8055,4
824,19552,4
824,26379,4
825,27222,4
825,16079,3
825,1626,3
826,8856,1
826,29206,4
826,11206,1
827,29476,5
827,4226,2
827,14938,2
828,22210,3
828,19404,4
828,14480,1
829,8607,4
829,256,1
829,7411,1
830,28565,5
831,23381,5
831,9675,4
832,10549,1
832,13703,1
832,28069,3
833,2410,1
833,10966,2
834,14198,4
834,5187,3
835,24022,5
835,9602,2
836,10324,5
836,21571,4
837,25317,2
838,26542,1
838,5326,3
839,19014,2
840,10907,3
841,6151,1
841,12742,2
842,11262,3
842,8382,1
842,13378,5
843,28668,3
843,22079,1
844,27446,5
844,20997,2
844,23576,3
845,25822,2
845,19255,3
845,839,3
846,24329,4
846,26301,3
847,29629,2
847,25228,1
847,2840,2
848,18985,5
848,14145,3
849,12799,1
850,11092,2
850,28086,4
851,29804,3
852,10712,5
852,10510,3
853,24490,1
854,29182,3
855,18319,2
856,9297,1
856,27255,1
856,28376,5
857,10451,1
857,21922,3
857,14806,3
858,2830,5
858,13485,3
859,16158,1
860,10117,1
860,9080,1
860,28460,1
861,7366,3
861,20488,1
862,18641,3
862,26593,1
862,6679,1
863,19605,4
864,22723,5
864,27709,2
864,5091,3
865,1674,2
865,27346,4
865,21040,3
866,16622,2
866,14605,3
866,24545,5
867,20724,5
867,13128,4
868,15311,4
868,12088,3
868,15480,3
869,19779,3
869,24618,2
870,869,4
870,1910,5
871,13411,2
872,29117,1
872,3993,1
873,7553,5
873,25689,2
873,6998,4
874,18186,4
874,9323,1
874,7473,1
875,12325,3
875,10870,5
876,12427,1
876,16894,5
876,9212,4
877,875,3
878,4914,3
878,4826,4
879,28013,1
880,2058,1
881,9624,1
881,1189,2
882,7030,5
882,762,2
882,23463,2
883,14521,4
883,26517,5
883,19544,4
884,9993,4
884,2670,5
884,9881,1
885,13511,4
885,2021,2
885,20697,3
886,20559,5
887,2317,5
887,4040,5
888,29068,2
889,16106,4
889,372,1
890,17724,1
890,16169,3
890,5874,5
891,25075,3
892,5364,1
893,23608,3
894,197,1
894,1245,3
895,17129,5
895,12671,1
896,28565,4
897,7053,2
897,4504,5
898,10540,5
899,25666,4
899,15108,3
900,25831,1
900,24959,5
901,1376,2
901,807,1
901,9751,2
902,14359,2
902,15639,5
903,1650,5
903,7578,5
904,565,4
904,17157,1
904,19215,2
905,1845,3
905,27794,3
906,21994,3
906,17166,1
907,16140,2
907,26241,3
908,14927,2
908,868,1
909,15698,4
910,9544,3
911,16414,5
912,27887,5
913,21095,2
913,28667,1
913,15389,1
914,17160,3
914,12447,1
915,3052,5
916,15043,1
916,1343,1
917,15140,1
917,14729,3
917,12553,1
918,14860,1
919,429,4
920,23348,1
920,14387,2
921,8760,3
921,26903,1
922,27989,2
922,13558,5
923,7482,3
923,3704,3
923,866,1
924,1041,2
924,26124,1
925,2199,3
925,17267,3
926,29217,5
927,1654,2
928,22769,1
929,23542,4
930,8626,1
931,15206,3
932,17784,2
933,21052,1
933,14064,2
934,15130,4
935,13630,5
935,17408,2
935,25317,5
936,4462,4
937,25535,4
937,2025,1
937,21885,4
938,1778,2
938,1059,2
939,10632,2
939,23496,2
940,14775,1
940,4132,3
940,29454,5
941,10068,4
942,673,3
942,28651,3
943,5661,2
944,19199,5
945,16028,5
945,4387,1
946,16732,3
946,26775,1
947,10822,4
947,7383,3
948,18689,3
949,23376,5
949,17763,4
950,7376,5
951,29193,2
952,15825,4
952,26541,2
953,2543,3
954,18804,2
954,2684,3
955,17894,4
955,22036,5
956,27042,2
956,13737,1
956,10156,2
957,17785,1
957,4,5
957,5035,4
958,6191,1
958,11519,1
959,10615,4
960,504,4
960,26459,1
960,14650,2
961,29968,4
961,23509,3
961,12053,2
962,5161,3
962,21856,5
963,25032,5
963,10628,3
963,9799,5
964,146,1
964,25850,4
964,8864,2
965,2646,1
965,24410,1
965,3975,5
966,15700,3
966,15420,4
966,26751,1
967,27221,3
967,5395,3
967,14678,1
968,1877,5
969,21844,4
969,849,1
969,23107,1
970,5068,2
971,10699,3
971,6053,4
971,19148,1
972,9577,4
973,27438,1
974,2862,5
974,24729,4
974,12299,4
975,13184,5
975,13547,5
975,4150,4
976,1396,2
977,14949,1
978,21444,2
978,9618,4
979,26410,5
979,18648,3
980,27761,3
981,10966,2
982,21936,5
983,5623,1
983,27587,4
983,21955,3
984,7761,1
985,11186,5
986,27202,3
986,15439,3
986,29394,4
987,22468,1
988,9310,3
988,13825,1
988,8564,2
989,25009,5
989,17490,2
990,18842,2
990,27004,5
991,11331,2
991,21757,5
991,29092,4
992,22498,4
993,6804,2
993,21938,1
993,10808,4
994,11801,1
995,17570,2
996,12551,2
996,8433,2
996,3738,3
997,25190,2
997,11695,3
997,14757,3
998,20528,1
998,17095,3
999,23691,1
999,758,3
999,21267,1
1000,17959,3
1001,26695,5
1001,2628,2
1002,4265,2
1002,594,5
1003,17716,2
1004,2375,4
